x,y,origianl,denoised
-5.0,6.704775927,6.382351750097773,6.377721532413078
-4.994997499,6.324751445,6.394600234937467,6.37729561134093
-4.989994997,6.496602631,6.406762953935112,6.377985541063902
-4.984992496,6.479424189,6.418824481237906,6.3798833884708985
-4.979989995,5.751703591,6.430769469429699,6.383100795512757
-4.974987494,6.4255823,6.4425826493876865,6.387716275590262
-4.969984992,6.331464847,6.4542488445914525,6.39373489795426
-4.964982491,6.511664202,6.465752971319348,6.401075852797986
-4.95997999,6.385353529,6.477080062078796,6.4095913563955085
-4.954977489,6.673494161,6.488215265610112,6.41910720061944
-4.949974987,6.204650733,6.499143860687612,6.429466558048894
-4.944972486,6.563684696,6.509851256632792,6.440557961850217
-4.939969985,6.52876893,6.520323015551547,6.452315755716468
-4.934967484,6.588123952,6.530544852584564,6.464693452667609
-4.929964982,6.019786733,6.5405026490128355,6.477622194611791
-4.924962481,6.464334747,6.550182453181546,6.49097305469053
-4.91995998,6.319970585,6.559570501173191,6.504540742610203
-4.914957479,6.839094996,6.568653217401142,6.518058011391794
-4.909954977,6.643509305,6.577417226839049,6.531238122901151
-4.904952476,6.558020475,6.585849356444819,6.543831774131406
-4.899949975,6.650118605,6.593936653914906,6.555678987171535
-4.894947474,6.475880615,6.601666388713768,6.566737625619489
-4.889944972,6.556855876,6.609026063255618,6.577077785396094
-4.884942471,6.537027389,6.616003414912534,6.5868424911785874
-4.87993997,6.911681035,6.622586432514868,6.59618605044892
-4.874937469,6.385718686,6.628763357904664,6.605208554840885
-4.869934967,6.403353978,6.634522695908862,6.613906288535261
-4.864932466,6.519508778,6.639853217009253,6.622153071073349
-4.859929965,6.840463913,6.644743971277274,6.629718506727478
-4.854927464,6.620168895,6.649184290533646,6.636318576271989
-4.849924962,6.908153906,6.653163796964491,6.641685073431276
-4.844922461,6.593634941,6.656672406523887,6.645635479811674
-4.83991996,6.713353139,6.659700340017431,6.648125114786636
-4.834917459,6.533813603,6.662238125944031,6.649268412815575
-4.829914957,6.666752212,6.664276607620104,6.649324331104248
-4.824912456,6.915276777,6.66580694737775,6.648649849517273
-4.819909955,6.563017439,6.666820634540626,6.647632973425491
-4.814907454,6.349046406,6.667309489016561,6.646620871589412
-4.809904952,6.698658454,6.667265666810158,6.6458590100673955
-4.804902451,6.656125359,6.66668166507122,6.645453634808227
-4.79989995,6.696072544,6.665550326738176,6.6453638198136575
-4.794897449,6.568094617,6.663864844942283,6.645422177803672
-4.789894947,6.594273434,6.661618766805251,6.645377000673001
-4.784892446,6.788667708,6.6588059993836755,6.644944544159172
-4.779889945,6.673389302,6.655420810789183,6.643859231396071
-4.774887444,6.73608165,6.651457835456442,6.641911696642904
-4.769884942,6.644553694,6.646912076139815,6.638968954055083
-4.764882441,6.534168441,6.641778910790173,6.634976125113337
-4.75987994,6.622575749,6.636054089996756,6.629943566888591
-4.754877439,6.667855962,6.6297337431622125,6.623925788518655
-4.749874937,6.667060858,6.622814378630451,6.616998837316444
-4.744872436,6.610242583,6.615292891522516,6.60924126859159
-4.739869935,6.606694285,6.607166557382552,6.6007213011997745
-4.734867434,6.583959646,6.59843303929358,6.591490330944325
-4.729864932,6.597368077,6.589090386087664,6.581581371716718
-4.724862431,6.581769304,6.579137041157497,6.571010475851422
-4.71985993,6.553633089,6.568571832227428,6.55977954707768
-4.714857429,6.557821169,6.557393979433901,6.547879742254269
-4.709854927,6.544413538,6.545603091588404,6.535295394507797
-4.704852426,6.536854968,6.533199175971266,6.522008779013059
-4.699849925,6.530642669,6.520182624188061,6.5080059971297874
-4.694847424,6.503603477,6.506554221228598,6.493283855690595
-4.689844922,6.471008282,6.492315139772758,6.477857034823561
-4.684842421,6.473222182,6.477466950962829,6.461764270766553
-4.67983992,6.438751309,6.462011606345332,6.4450719385907815
-4.674837419,6.461781449,6.445951447912219,6.427873498751193
-4.669834917,6.45203597,6.429289200459586,6.410283899812882
-4.664832416,6.391812986,6.412027983324566,6.392429185963001
-4.659829915,6.348460545,6.394171288452444,6.374432997125046
-4.654827414,6.294029098,6.37572299141352,6.356402907209998
-4.649824912,6.390207325,6.356687341844254,6.338420062122506
-4.644822411,6.307363751,6.337068976124814,6.320534925535158
-4.63981991,6.23996658,6.31687289165062,6.302770067983147
-4.634817409,6.31165073,6.296104458808179,6.285128315207087
-4.629814907,6.25806294,6.274769409547638,6.267602130054039
-4.624812406,6.310869056,6.252873850967237,6.2501789157087995
-4.619809905,6.273933273,6.230424235906996,6.232837776512113
-4.614807404,6.202518011,6.20742737585685,6.215536222763438
-4.609804902,6.168173687,6.183890427728472,6.198189532506809
-4.604802401,6.187298357,6.159820908303372,6.180649461661737
-4.5997999,6.054923478,6.135226661303885,6.162691044223285
-4.594797399,6.089571712,6.110115871197166,6.14401521742049
-4.589794897,6.194886761,6.084497048252352,6.124270930205364
-4.584792396,6.123990782,6.058379043800066,6.103094496190451
-4.579789895,6.250071944,6.031771013971632,6.080158344894054
-4.574787394,6.118981025,6.004682434353163,6.055218154520181
-4.569784892,6.126853062,5.977123083431494,6.028147878999203
-4.564782391,5.853771234,5.9491030586042815,5.9989561930419635
-4.55977989,6.088569004,5.920632736812355,5.967783695834525
-4.554777389,6.13867443,5.8917227899891875,5.934885391598405
-4.549774887,5.557768775,5.862384167015351,5.90060536907052
-4.544772386,5.804559942,5.832628110410543,5.8653494031808755
-4.539769885,5.991554565,5.80246611411556,5.829557313445601
-4.534767384,5.908166885,5.771909939674195,5.793672622345088
-4.529764882,5.821116507,5.740971596831027,5.758104979207168
-4.524762381,5.695052389,5.709663360829438,5.723182624521275
-4.51975988,5.673563719,5.677997727628938,5.689097692149938
-4.514757379,5.326386445,5.645987430748682,5.655854268752471
-4.509754877,5.591269679,5.613645420657202,5.623234603176583
-4.504752376,5.651050535,5.580984882594102,5.59079967614602
-4.499749875,5.542245587,5.548019189534588,5.557935080500734
-4.494747374,5.526058984,5.514761919616814,5.523942715389984
-4.489744872,5.55489627,5.4812268344845485,5.488166158731807
-4.484742371,5.666593916,5.44742789754445,5.450126789931273
-4.47973987,5.388553923,5.413379225012884,5.409642397451805
-4.474737369,5.895118155,5.379095103843092,5.36690199479138
-4.469734867,5.006149411,5.34458996919234,5.322479377341484
-4.464732366,5.212682613,5.309878423022017,5.277280941915083
-4.459729865,5.36148845,5.274975183581572,5.232436696104098
-4.454727364,5.183475294,5.2398951037460915,5.1891536814506765
-4.449724862,4.760222223,5.2046531477884255,5.148556119272001
-4.444722361,4.948006904,5.169264410225577,5.11153631280189
-4.43971986,5.093090032,5.133744064110774,5.078636200830524
-4.434717359,5.191005407,5.098107379687525,5.049973616622495
-4.429714857,4.92728478,5.062369700654449,5.025221431168579
-4.424712356,4.760426398,5.026546463158465,5.003642307855994
-4.419709855,4.95648566,4.990653143278572,4.984176121852568
-4.414707354,4.814899845,4.954705275898917,4.965570357237659
-4.409704852,4.948494751,4.918718430659283,4.946536100979584
-4.404702351,5.134627767,4.88270823099372,4.925905330390316
-4.39969985,5.151394579,4.846690301198341,4.902761978383358
-4.394697349,5.172933044,4.810680285423301,4.876522495188313
-4.389694847,5.222960803,4.77469382350524,4.846952100767242
-4.384692346,4.638226993,4.738746569949194,4.81411844417366
-4.379689845,4.276421759,4.70285414097742,4.778300170372763
-4.374687344,4.538649016,4.667032133538599,4.73987841881228
-4.369684842,4.895621838,4.631296101219941,4.6992407446821085
-4.364682341,4.790626625,4.5956615730703705,4.6567191111147395
-4.35967984,5.019030142,4.560144001028138,4.612569922470385
-4.354677339,4.388866182,4.5247587788450785,4.566990153621478
-4.349674837,4.450902281,4.489521218275437,4.5201546149384155
-4.344672336,4.537261068,4.454446567639457,4.472257698591541
-4.339669835,4.39551077,4.419549960024484,4.423547473837351
-4.334667334,4.475259293,4.384846432022439,4.374347067311474
-4.329664832,4.090887368,4.350350900389866,4.325063777567376
-4.324662331,4.372078204,4.316078180253364,4.276187939316507
-4.31965983,4.07621806,4.2820429344715984,4.2282815440422326
-4.314657329,4.346480985,4.2482596920856635,4.181953672988721
-4.309654827,4.281026611,4.214742825640438,4.137819095107816
-4.304652326,4.379084707,4.1815065689363315,4.096439718121188
-4.299649825,3.257361048,4.14856496792872,4.058255193735016
-4.294647324,4.136634571,4.115931898793349,4.023515805868429
-4.289644822,3.686139944,4.083621046092571,3.9922339948392036
-4.284642321,4.100550738,4.051645919982096,3.9641679725833363
-4.27963982,3.649738826,4.020019809009556,3.9388421609584006
-4.274637319,4.22353526,3.988755797700565,3.91559791011344
-4.269634817,3.952638691,3.9578667457451315,3.8936590226711587
-4.264632316,3.886599641,3.9273653045732186,3.872194256604927
-4.259629815,4.107213184,3.8972638723957007,3.8503646335809396
-4.254627314,3.503673712,3.867574611221071,3.827354713471467
-4.249624812,3.927273645,3.838309427227406,3.802398714986812
-4.244622311,3.382759813,3.809479986626331,3.7748184754602416
-4.23961981,4.129165991,3.7810976732679054,3.74408685515572
-4.234617309,3.821930642,3.753173605003219,3.7099175557329986
-4.229614807,3.470230555,3.7257186153956177,3.672365138178769
-4.224612306,3.940367218,3.698743268799442,3.631904713670783
-4.219609805,3.780126294,3.672257820825238,3.5894563717927155
-4.214607304,4.665117107,3.6462722339697358,3.546328369773883
-4.209604802,2.572507675,3.6207961608067722,3.5040735501812845
-4.204602301,3.160103011,3.5958389582146486,3.4642786561215857
-4.1995998,2.585148332,3.571409650970094,3.4283272775887617
-4.194597299,3.664834525,3.5475169465739698,3.397186708636641
-4.189594797,3.719189178,3.5241692200477894,3.371264153900534
-4.184592296,2.59640856,3.5013745272516226,3.350361056342803
-4.179589795,3.568961791,3.479140571844562,3.333732265690662
-4.174587294,3.751436109,3.457474719242121,3.3202364731918883
-4.169584792,3.173461674,3.4363839831284277,3.3085505172608127
-4.164582291,2.819405251,3.4158750378152662,3.297413599095867
-4.15957979,3.806870373,3.3959541887737332,3.285865789709479
-4.154577289,3.024220522,3.3766273856676152,3.27344546348884
-4.149574787,3.342591438,3.3579002106743197,3.260311409559655
-4.144572286,3.505543385,3.339777889844876,3.2472593309349076
-4.139569785,3.387267867,3.3222652673763258,3.2356130559341034
-4.134567284,4.030361506,3.305366817674221,3.2269908031413066
-4.129564782,2.601969957,3.289086635557438,3.222974973814222
-4.124562281,2.358408115,3.273428446588599,3.2247436724967544
-4.11955978,2.724490795,3.258395585219904,3.23274329313049
-4.114557279,2.992306521,3.2439910058471764,3.2464841421231485
-4.109554777,3.493199882,3.2302172749551383,3.2645201594724744
-4.104552276,2.811247409,3.2170765803975154,3.2846322526487928
-4.099549775,3.422957295,3.204570713510927,3.3041834085784885
-4.094547274,4.101491516,3.1927010791326174,3.3205680027334927
-4.089544772,4.288722257,3.181468689723477,3.331652149220109
-4.084542271,2.850488465,3.1708741735873005,3.3361049617127883
-4.07953977,3.734285736,3.160917761008213,3.333551427165088
-4.074537269,4.072225305,3.151599293214165,3.3245264971014787
-4.069534767,2.175846655,3.142918218495489,3.3102617497777524
-4.064532266,3.146798695,3.134873599362884,3.2923750878649543
-4.059529765,3.944816531,3.1274641027242853,3.272549744573409
-4.054527264,2.343901245,3.120688007786335,3.2522787062408725
-4.049524762,3.724416833,3.114543204166464,3.232720181740052
-4.044522261,2.675216083,3.109027197999461,3.214670515468277
-4.03951976,3.414639965,3.1041371061298206,3.1986261836143193
-4.034517259,3.769361945,3.0998696629536697,3.184886639812811
-4.029514757,3.078868723,3.0962212205026183,3.1736491165215224
-4.024512256,3.299833623,3.0931877535188588,3.1650623567901315
-4.019509755,2.742231974,3.090764857599517,3.1592305534230656
-4.014507254,2.348417133,3.088947754991663,3.156181464602401
-4.009504752,3.450931922,3.087731296606676,3.1558256735723758
-4.004502251,3.475368523,3.087109966093741,3.1579339475374795
-3.99949975,2.619829714,3.087077881833778,3.1621487156402868
-3.994497249,3.942830557,3.087628801710262,3.168029718321807
-3.989494747,3.410525306,3.088756126993724,3.1751196553926406
-3.984492246,2.528281416,3.0904529054531396,3.183008053840388
-3.979489745,2.578786257,3.092711837059101,3.191372134310667
-3.974487244,4.385790754,3.0955252777630182,3.1999806899306895
-3.969484742,2.702708118,3.098885245172874,3.20865784560584
-3.964482241,3.105950245,3.1027834207512095,3.2172149817027678
-3.95947974,3.325792815,3.1072111590507303,3.2253688352404044
-3.954477239,3.893743884,3.112159490543957,3.2326702853294353
-3.949474737,2.616673337,3.117619128993648,3.23847022345215
-3.944472236,2.623883923,3.1235804727948207,3.2419448497971652
-3.939469735,3.682684615,3.130033617531246,3.242191931819816
-3.934467234,3.270792093,3.1369683579067242,3.2383927907775765
-3.929464732,3.805043584,3.1443741966968255,3.2300151424219963
-3.924462231,3.100591142,3.1522403453005627,3.217014601240986
-3.91945973,3.664862367,3.160555739373605,3.199983577279208
-3.914457229,3.772663666,3.16930903992093,3.180200009948722
-3.909454727,1.918744199,3.178488643700946,3.1595461673027434
-3.904452226,3.848516242,3.18808268305991,3.1402965959946822
-3.899449725,3.152865891,3.1980790443675216,3.124807358641907
-3.894447224,2.80319526,3.2084653683387225,3.115166871240864
-3.889444722,2.671877406,3.2192290617468826,3.1128832330412903
-3.884442221,2.281873803,3.2303572966208693,3.118678277840636
-3.87943972,3.05712065,3.2418370311812548,3.1324342351762127
-3.874437219,3.253944248,3.253655009466308,3.1533004645240608
-3.869434717,2.668689361,3.2657977741980924,3.179925798227736
-3.864432216,3.988575361,3.27825166542802,3.210749272402011
-3.859429715,4.064536262,3.2910028436475054,3.2442691377812416
-3.854427214,3.176082121,3.304037288799773,3.2792218671909956
-3.849424712,2.880229067,3.31734081413135,3.3146362392279207
-3.844422211,2.928918292,3.330899064377079,3.3497718845864024
-3.83941971,3.748221695,3.3446975406979087,3.3839922558272244
-3.834417209,2.766788871,3.3587215991658645,3.4166449981735365
-3.829414707,3.553254884,3.372956465423769,3.4470199089316447
-3.824412206,4.219818393,3.3873872325049206,3.4744262346199273
-3.819409705,3.139426136,3.4019988872329785,3.498385572480962
-3.814407204,2.887202737,3.4167763082723623,3.518888534953371
-3.809404702,5.070952083,3.4317042814111427,3.5366284586287637
-3.804402201,3.582856311,3.446767497113814,3.5531162772054783
-3.7993997,3.476689116,3.461950578004264,3.570602395021167
-3.794397199,3.808184243,3.4772380765777666,3.591779825851976
-3.789394697,4.290401726,3.4926144909159738,3.6193051167580172
-3.784392196,1.703230097,3.508064262073459,3.655231421630238
-3.779389695,2.54164377,3.52357180225457,3.7004833599112787
-3.774387194,3.800193661,3.5391214922861205,3.754503851367347
-3.769384692,4.040182346,3.554697697569316,3.8151672513683312
-3.764382191,3.466583229,3.5702847654020284,3.8789906047650047
-3.75937969,4.15427668,3.5858670534539114,3.9416039434953913
-3.754377189,4.889130931,3.6014289271009985,3.9983818236233137
-3.749374687,4.479456588,3.616954775417137,4.045107559886289
-3.744372186,5.572351258,3.6324290085342317,4.078544882507144
-3.739369685,3.0254317,3.6478360860176458,4.096824017811582
-3.734367184,3.730652146,3.663160514164824,4.099597467762203
-3.729364682,5.953372263,3.678386861838683,4.087969636848609
-3.724362181,3.489354876,3.693499757967253,4.064241857413991
-3.71935968,3.927336017,3.7084839194229806,4.0315349589257
-3.714357179,3.921591216,3.7233241483874657,3.9933567103661245
-3.709354677,4.492135332,3.7380053478310438,3.953176550574035
-3.704352176,3.550244957,3.7525125192514324,3.9140604239992225
-3.699349675,3.487265406,3.766830789666131,3.8784070310597856
-3.694347174,3.170883839,3.7809454091443153,3.8478130792132177
-3.689344672,4.235768636,3.7948417657405518,3.823077551323621
-3.684342171,2.701215872,3.8085053835692926,3.804333246758108
-3.67933967,4.487075801,3.821921948529037,3.7912706175839936
-3.674337169,4.374446006,3.8350773061003323,3.7833998136195963
-3.669334667,3.378874349,3.8479574755472363,3.7802882207602653
-3.664332166,4.486247423,3.860548648420754,3.7817168222373474
-3.659329665,3.182451886,3.872837212646685,3.787719296922892
-3.654327164,3.328043712,3.8848097506856463,3.798498094373606
-3.649324662,3.853709915,3.8964530528234085,3.81424391699134
-3.644322161,3.830621896,3.907754116191667,3.8349107670423965
-3.63931966,3.559973761,3.9187001668684935,3.8600116330213434
-3.634317159,4.037612766,3.9292786584922426,3.8884970073084553
-3.629314657,4.053829619,3.939477284471219,3.9187603267991142
-3.624312156,3.147881444,3.949283977604611,3.9487847839696806
-3.619309655,3.759333407,3.9586869298649114,3.976410889400139
-3.614307154,4.776565674,3.9676745915526577,3.9996715338676188
-3.609304652,4.721352551,3.9762356822668967,4.017119545723719
-3.604302151,4.350487595,3.984359191202661,4.0280689646432695
-3.59929965,4.009388941,3.992034394308581,4.032688662656399
-3.594297149,4.408256935,3.999250854063545,4.031922698820641
-3.589294647,4.381111176,4.005998429062027,4.027256612235968
-3.584292146,3.378928458,4.012267275057365,4.020389269266912
-3.579289645,2.918287446,4.018047859214563,4.012892790740159
-3.574287144,3.854337759,4.023330960583406,4.0059409217640045
-3.569284642,4.307070008,4.028107678166737,4.000160270868477
-3.564282141,3.955376539,4.0323694327709365,3.995619067355224
-3.55927964,5.25144331,4.036107978103583,3.9919290467493576
-3.554277139,3.675231902,4.039315402010171,3.9884110020754555
-3.549274637,3.801813872,4.041984132908806,3.984270060236513
-3.544272136,3.552027768,4.04410694250082,3.9787407939733708
-3.539269635,3.428967984,4.045676953495106,3.9711859641281
-3.534267134,4.836379155,4.046687641667545,3.9611549013100276
-3.529264632,4.560986758,4.047132840562156,3.948419931465729
-3.524262131,2.869366797,4.047006745105725,3.9330091849754845
-3.51925963,4.652465446,4.0463039157750185,3.915244561374063
-3.514257129,3.969406835,4.0450192815293775,3.8957805505220096
-3.509254627,3.490648148,4.043148142695877,3.875628803860719
-3.504252126,4.317644736,4.040686175522458,3.8561481295752116
-3.499249625,3.693516226,4.037629432640346,3.8389805349107156
-3.494247124,4.010327679,4.033974346911167,3.8259201327021946
-3.489244622,2.357796715,4.029717732432039,3.818712273585355
-3.484242121,5.110419382,4.024856790051876,3.8187948906757265
